state,county,year,item,budget,source
Fla,Franklin,2021,Interest Earned-Local Bank,16948,https://www.franklincountyflorida.com/wp-content/uploads/2020/10/2021-BOCC-Adopted-Budget.pdf
Fla,Franklin,2021,Interest Earned - SBA,122,https://www.franklincountyflorida.com/wp-content/uploads/2020/10/2021-BOCC-Adopted-Budget.pdf
Fla,Franklin,2021,Rent-Office Space-Old Health Dept. & Admin. Building in Apalachicola,21996,https://www.franklincountyflorida.com/wp-content/uploads/2020/10/2021-BOCC-Adopted-Budget.pdf
Fla,Franklin,2021,Rent-Indian Creek Park,1346,https://www.franklincountyflorida.com/wp-content/uploads/2020/10/2021-BOCC-Adopted-Budget.pdf
Fla,Franklin,2021,"Sales of Surplus and Scrap, Sale of Recyclable Materials",29504,https://www.franklincountyflorida.com/wp-content/uploads/2020/10/2021-BOCC-Adopted-Budget.pdf
Fla,Franklin,2021,Misc. Revenue - Bridge Cleanup Contract w/ Transfield Services,10004,https://www.franklincountyflorida.com/wp-content/uploads/2020/10/2021-BOCC-Adopted-Budget.pdf
Fla,Franklin,2021,Transfer from Tipping Fee Fund,200000,https://www.franklincountyflorida.com/wp-content/uploads/2020/10/2021-BOCC-Adopted-Budget.pdf
Fla,Franklin,2021,Transfer from Tourist Development Fund ,99000,https://www.franklincountyflorida.com/wp-content/uploads/2020/10/2021-BOCC-Adopted-Budget.pdf
Fla,Franklin,2021,Less 5%,"(406,398.00)",https://www.franklincountyflorida.com/wp-content/uploads/2020/10/2021-BOCC-Adopted-Budget.pdf
Fla,Franklin,2021,Cash Carried Forward,2550262,https://www.franklincountyflorida.com/wp-content/uploads/2020/10/2021-BOCC-Adopted-Budget.pdf
