state,county,year,item,budget,source
NV,Nye,2020,Clerk,1280377,https://nyecountynv.opengov.com/transparency#/28892/accountType=expenses&embed=n&breakdown=36549598-e62c-4231-a7e7-d75db8174e5d&currentYearAmount=cumulative&currentYearPeriod=years&graph=bar&legendSort=coa&proration=true&saved_view=90874&selection=50331A556D74618A4D827D14A1150C20&projections=null&projectionType=null&highlighting=null&highlightingVariance=null&year=2020&selectedDataSetIndex=null&fiscal_start=earliest&fiscal_end=latest
NV,Nye,2020,Recorder,755845,https://nyecountynv.opengov.com/transparency#/28892/accountType=expenses&embed=n&breakdown=36549598-e62c-4231-a7e7-d75db8174e5d&currentYearAmount=cumulative&currentYearPeriod=years&graph=bar&legendSort=coa&proration=true&saved_view=90874&selection=50331A556D74618A4D827D14A1150C20&projections=null&projectionType=null&highlighting=null&highlightingVariance=null&year=2020&selectedDataSetIndex=null&fiscal_start=earliest&fiscal_end=latest
NV,Nye,2020,Treasurer,643927,https://nyecountynv.opengov.com/transparency#/28892/accountType=expenses&embed=n&breakdown=36549598-e62c-4231-a7e7-d75db8174e5d&currentYearAmount=cumulative&currentYearPeriod=years&graph=bar&legendSort=coa&proration=true&saved_view=90874&selection=50331A556D74618A4D827D14A1150C20&projections=null&projectionType=null&highlighting=null&highlightingVariance=null&year=2020&selectedDataSetIndex=null&fiscal_start=earliest&fiscal_end=latest
NV,Nye,2020,DA - District Attorney,3197402,https://nyecountynv.opengov.com/transparency#/28892/accountType=expenses&embed=n&breakdown=36549598-e62c-4231-a7e7-d75db8174e5d&currentYearAmount=cumulative&currentYearPeriod=years&graph=bar&legendSort=coa&proration=true&saved_view=90874&selection=50331A556D74618A4D827D14A1150C20&projections=null&projectionType=null&highlighting=null&highlightingVariance=null&year=2020&selectedDataSetIndex=null&fiscal_start=earliest&fiscal_end=latest
NV,Nye,2020,Child Legal,497460,https://nyecountynv.opengov.com/transparency#/28892/accountType=expenses&embed=n&breakdown=36549598-e62c-4231-a7e7-d75db8174e5d&currentYearAmount=cumulative&currentYearPeriod=years&graph=bar&legendSort=coa&proration=true&saved_view=90874&selection=50331A556D74618A4D827D14A1150C20&projections=null&projectionType=null&highlighting=null&highlightingVariance=null&year=2020&selectedDataSetIndex=null&fiscal_start=earliest&fiscal_end=latest
NV,Nye,2020,District Court,1005925,https://nyecountynv.opengov.com/transparency#/28892/accountType=expenses&embed=n&breakdown=36549598-e62c-4231-a7e7-d75db8174e5d&currentYearAmount=cumulative&currentYearPeriod=years&graph=bar&legendSort=coa&proration=true&saved_view=90874&selection=50331A556D74618A4D827D14A1150C20&projections=null&projectionType=null&highlighting=null&highlightingVariance=null&year=2020&selectedDataSetIndex=null&fiscal_start=earliest&fiscal_end=latest
NV,Nye,2020,Drug Court,-212,https://nyecountynv.opengov.com/transparency#/28892/accountType=expenses&embed=n&breakdown=36549598-e62c-4231-a7e7-d75db8174e5d&currentYearAmount=cumulative&currentYearPeriod=years&graph=bar&legendSort=coa&proration=true&saved_view=90874&selection=50331A556D74618A4D827D14A1150C20&projections=null&projectionType=null&highlighting=null&highlightingVariance=null&year=2020&selectedDataSetIndex=null&fiscal_start=earliest&fiscal_end=latest
NV,Nye,2020,Justice Court,2724388,https://nyecountynv.opengov.com/transparency#/28892/accountType=expenses&embed=n&breakdown=36549598-e62c-4231-a7e7-d75db8174e5d&currentYearAmount=cumulative&currentYearPeriod=years&graph=bar&legendSort=coa&proration=true&saved_view=90874&selection=50331A556D74618A4D827D14A1150C20&projections=null&projectionType=null&highlighting=null&highlightingVariance=null&year=2020&selectedDataSetIndex=null&fiscal_start=earliest&fiscal_end=latest
NV,Nye,2020,Judicial Court,1240823,https://nyecountynv.opengov.com/transparency#/28892/accountType=expenses&embed=n&breakdown=36549598-e62c-4231-a7e7-d75db8174e5d&currentYearAmount=cumulative&currentYearPeriod=years&graph=bar&legendSort=coa&proration=true&saved_view=90874&selection=50331A556D74618A4D827D14A1150C20&projections=null&projectionType=null&highlighting=null&highlightingVariance=null&year=2020&selectedDataSetIndex=null&fiscal_start=earliest&fiscal_end=latest
NV,Nye,2020,SO - Sheriff,2189740,https://nyecountynv.opengov.com/transparency#/28892/accountType=expenses&embed=n&breakdown=36549598-e62c-4231-a7e7-d75db8174e5d&currentYearAmount=cumulative&currentYearPeriod=years&graph=bar&legendSort=coa&proration=true&saved_view=90874&selection=50331A556D74618A4D827D14A1150C20&projections=null&projectionType=null&highlighting=null&highlightingVariance=null&year=2020&selectedDataSetIndex=null&fiscal_start=earliest&fiscal_end=latest
NV,Nye,2020,SO - Communications,1704395,https://nyecountynv.opengov.com/transparency#/28892/accountType=expenses&embed=n&breakdown=36549598-e62c-4231-a7e7-d75db8174e5d&currentYearAmount=cumulative&currentYearPeriod=years&graph=bar&legendSort=coa&proration=true&saved_view=90874&selection=50331A556D74618A4D827D14A1150C20&projections=null&projectionType=null&highlighting=null&highlightingVariance=null&year=2020&selectedDataSetIndex=null&fiscal_start=earliest&fiscal_end=latest
NV,Nye,2020,SO - Patrol,5335081,https://nyecountynv.opengov.com/transparency#/28892/accountType=expenses&embed=n&breakdown=36549598-e62c-4231-a7e7-d75db8174e5d&currentYearAmount=cumulative&currentYearPeriod=years&graph=bar&legendSort=coa&proration=true&saved_view=90874&selection=50331A556D74618A4D827D14A1150C20&projections=null&projectionType=null&highlighting=null&highlightingVariance=null&year=2020&selectedDataSetIndex=null&fiscal_start=earliest&fiscal_end=latest
NV,Nye,2020,SO - Detention,59911,https://nyecountynv.opengov.com/transparency#/28892/accountType=expenses&embed=n&breakdown=36549598-e62c-4231-a7e7-d75db8174e5d&currentYearAmount=cumulative&currentYearPeriod=years&graph=bar&legendSort=coa&proration=true&saved_view=90874&selection=50331A556D74618A4D827D14A1150C20&projections=null&projectionType=null&highlighting=null&highlightingVariance=null&year=2020&selectedDataSetIndex=null&fiscal_start=earliest&fiscal_end=latest
NV,Nye,2020,SO - Specialized,778409,https://nyecountynv.opengov.com/transparency#/28892/accountType=expenses&embed=n&breakdown=36549598-e62c-4231-a7e7-d75db8174e5d&currentYearAmount=cumulative&currentYearPeriod=years&graph=bar&legendSort=coa&proration=true&saved_view=90874&selection=50331A556D74618A4D827D14A1150C20&projections=null&projectionType=null&highlighting=null&highlightingVariance=null&year=2020&selectedDataSetIndex=null&fiscal_start=earliest&fiscal_end=latest
NV,Nye,2020,SO - Investigations,1957548,https://nyecountynv.opengov.com/transparency#/28892/accountType=expenses&embed=n&breakdown=36549598-e62c-4231-a7e7-d75db8174e5d&currentYearAmount=cumulative&currentYearPeriod=years&graph=bar&legendSort=coa&proration=true&saved_view=90874&selection=50331A556D74618A4D827D14A1150C20&projections=null&projectionType=null&highlighting=null&highlightingVariance=null&year=2020&selectedDataSetIndex=null&fiscal_start=earliest&fiscal_end=latest
NV,Nye,2020,SO - Volunteers,31587,https://nyecountynv.opengov.com/transparency#/28892/accountType=expenses&embed=n&breakdown=36549598-e62c-4231-a7e7-d75db8174e5d&currentYearAmount=cumulative&currentYearPeriod=years&graph=bar&legendSort=coa&proration=true&saved_view=90874&selection=50331A556D74618A4D827D14A1150C20&projections=null&projectionType=null&highlighting=null&highlightingVariance=null&year=2020&selectedDataSetIndex=null&fiscal_start=earliest&fiscal_end=latest
NV,Nye,2020,SO - Dare,224710,https://nyecountynv.opengov.com/transparency#/28892/accountType=expenses&embed=n&breakdown=36549598-e62c-4231-a7e7-d75db8174e5d&currentYearAmount=cumulative&currentYearPeriod=years&graph=bar&legendSort=coa&proration=true&saved_view=90874&selection=50331A556D74618A4D827D14A1150C20&projections=null&projectionType=null&highlighting=null&highlightingVariance=null&year=2020&selectedDataSetIndex=null&fiscal_start=earliest&fiscal_end=latest
NV,Nye,2020,SO - Evidence,53947,https://nyecountynv.opengov.com/transparency#/28892/accountType=expenses&embed=n&breakdown=36549598-e62c-4231-a7e7-d75db8174e5d&currentYearAmount=cumulative&currentYearPeriod=years&graph=bar&legendSort=coa&proration=true&saved_view=90874&selection=50331A556D74618A4D827D14A1150C20&projections=null&projectionType=null&highlighting=null&highlightingVariance=null&year=2020&selectedDataSetIndex=null&fiscal_start=earliest&fiscal_end=latest
NV,Nye,2020,SO - Admin Support,797403,https://nyecountynv.opengov.com/transparency#/28892/accountType=expenses&embed=n&breakdown=36549598-e62c-4231-a7e7-d75db8174e5d&currentYearAmount=cumulative&currentYearPeriod=years&graph=bar&legendSort=coa&proration=true&saved_view=90874&selection=50331A556D74618A4D827D14A1150C20&projections=null&projectionType=null&highlighting=null&highlightingVariance=null&year=2020&selectedDataSetIndex=null&fiscal_start=earliest&fiscal_end=latest
NV,Nye,2020,Natural Resources,0,https://nyecountynv.opengov.com/transparency#/28892/accountType=expenses&embed=n&breakdown=36549598-e62c-4231-a7e7-d75db8174e5d&currentYearAmount=cumulative&currentYearPeriod=years&graph=bar&legendSort=coa&proration=true&saved_view=90874&selection=50331A556D74618A4D827D14A1150C20&projections=null&projectionType=null&highlighting=null&highlightingVariance=null&year=2020&selectedDataSetIndex=null&fiscal_start=earliest&fiscal_end=latest
NV,Nye,2020,Federal/State Facilities,213631,https://nyecountynv.opengov.com/transparency#/28892/accountType=expenses&embed=n&breakdown=36549598-e62c-4231-a7e7-d75db8174e5d&currentYearAmount=cumulative&currentYearPeriod=years&graph=bar&legendSort=coa&proration=true&saved_view=90874&selection=50331A556D74618A4D827D14A1150C20&projections=null&projectionType=null&highlighting=null&highlightingVariance=null&year=2020&selectedDataSetIndex=null&fiscal_start=earliest&fiscal_end=latest
NV,Nye,2020,Road,-1,https://nyecountynv.opengov.com/transparency#/28892/accountType=expenses&embed=n&breakdown=36549598-e62c-4231-a7e7-d75db8174e5d&currentYearAmount=cumulative&currentYearPeriod=years&graph=bar&legendSort=coa&proration=true&saved_view=90874&selection=50331A556D74618A4D827D14A1150C20&projections=null&projectionType=null&highlighting=null&highlightingVariance=null&year=2020&selectedDataSetIndex=null&fiscal_start=earliest&fiscal_end=latest
NV,Nye,2020,Special Revenues,0,https://nyecountynv.opengov.com/transparency#/28892/accountType=expenses&embed=n&breakdown=36549598-e62c-4231-a7e7-d75db8174e5d&currentYearAmount=cumulative&currentYearPeriod=years&graph=bar&legendSort=coa&proration=true&saved_view=90874&selection=50331A556D74618A4D827D14A1150C20&projections=null&projectionType=null&highlighting=null&highlightingVariance=null&year=2020&selectedDataSetIndex=null&fiscal_start=earliest&fiscal_end=latest
NV,Nye,2020,Public Works,114536,https://nyecountynv.opengov.com/transparency#/28892/accountType=expenses&embed=n&breakdown=36549598-e62c-4231-a7e7-d75db8174e5d&currentYearAmount=cumulative&currentYearPeriod=years&graph=bar&legendSort=coa&proration=true&saved_view=90874&selection=50331A556D74618A4D827D14A1150C20&projections=null&projectionType=null&highlighting=null&highlightingVariance=null&year=2020&selectedDataSetIndex=null&fiscal_start=earliest&fiscal_end=latest
NV,Nye,2020,Television,0,https://nyecountynv.opengov.com/transparency#/28892/accountType=expenses&embed=n&breakdown=36549598-e62c-4231-a7e7-d75db8174e5d&currentYearAmount=cumulative&currentYearPeriod=years&graph=bar&legendSort=coa&proration=true&saved_view=90874&selection=50331A556D74618A4D827D14A1150C20&projections=null&projectionType=null&highlighting=null&highlightingVariance=null&year=2020&selectedDataSetIndex=null&fiscal_start=earliest&fiscal_end=latest
NV,Nye,2020,Miscellaneous,12473060,https://nyecountynv.opengov.com/transparency#/28892/accountType=expenses&embed=n&breakdown=36549598-e62c-4231-a7e7-d75db8174e5d&currentYearAmount=cumulative&currentYearPeriod=years&graph=bar&legendSort=coa&proration=true&saved_view=90874&selection=50331A556D74618A4D827D14A1150C20&projections=null&projectionType=null&highlighting=null&highlightingVariance=null&year=2020&selectedDataSetIndex=null&fiscal_start=earliest&fiscal_end=latest
