county_name,lon,lat,state_name,state_alpha
Northern Islands Municipality,145.643752,18.057948,Northern Mariana Islands,MP
Saipan Municipality,145.7771923,15.1980954,Northern Mariana Islands,MP
Manu'a District,-169.5076973,-14.2198008,American Samoa,AS
Eastern District,-170.6266304,-14.2662796,American Samoa,AS
Western District,-170.784105,-14.33485,American Samoa,AS
Swains Island,-171.0690136,-11.0544359,American Samoa,AS
Rose Island,-168.1512918,-14.5365298,American Samoa,AS
Washington County,-71.6175979,41.4009815,Rhode Island,RI
Providence County,-71.5786261,41.8697652,Rhode Island,RI
Bristol County,-71.2866369,41.7068313,Rhode Island,RI
Newport County,-71.2836888,41.5025036,Rhode Island,RI
Kent County,-71.5787858,41.677331,Rhode Island,RI
